variant,date,sequences
A/Bangkok/P176/2025_H1N1,2024-07-18,1.0
A/Bangkok/P176/2025_H1N1,2024-09-09,1.0
A/Bangkok/P176/2025_H1N1,2024-09-21,1.0
A/Bangkok/P176/2025_H1N1,2024-09-23,2.0
A/Bangkok/P176/2025_H1N1,2024-10-02,1.0
A/Bangkok/P176/2025_H1N1,2024-10-04,1.0
A/Bangkok/P176/2025_H1N1,2024-10-06,1.0
A/Bangkok/P176/2025_H1N1,2024-10-07,1.0
A/Bangkok/P176/2025_H1N1,2024-10-09,3.0
A/Bangkok/P176/2025_H1N1,2024-10-14,1.0
A/Bangkok/P176/2025_H1N1,2024-10-16,1.0
A/Bangkok/P176/2025_H1N1,2024-10-17,1.0
A/Bangkok/P176/2025_H1N1,2024-10-19,2.0
A/Bangkok/P176/2025_H1N1,2024-10-20,2.0
A/Bangkok/P176/2025_H1N1,2024-10-21,3.0
A/Bangkok/P176/2025_H1N1,2024-10-22,5.0
A/Bangkok/P176/2025_H1N1,2024-10-23,2.0
A/Bangkok/P176/2025_H1N1,2024-10-24,1.0
A/Bangkok/P176/2025_H1N1,2024-10-27,1.0
A/Bangkok/P176/2025_H1N1,2024-10-28,8.0
A/Bangkok/P176/2025_H1N1,2024-10-29,1.0
A/Bangkok/P176/2025_H1N1,2024-10-30,2.0
A/Bangkok/P176/2025_H1N1,2024-11-01,2.0
A/Bangkok/P176/2025_H1N1,2024-11-04,1.0
A/Bangkok/P176/2025_H1N1,2024-11-08,1.0
A/Bangkok/P176/2025_H1N1,2024-11-13,1.0
A/Bangkok/P176/2025_H1N1,2024-11-14,1.0
A/Bangkok/P176/2025_H1N1,2024-11-15,1.0
A/Bangkok/P176/2025_H1N1,2024-11-17,1.0
A/Bangkok/P176/2025_H1N1,2024-11-18,2.0
A/Bangkok/P176/2025_H1N1,2024-11-19,1.0
A/Bangkok/P176/2025_H1N1,2024-11-20,1.0
A/Bangkok/P176/2025_H1N1,2024-11-21,4.0
A/Bangkok/P176/2025_H1N1,2024-11-25,3.0
A/Bangkok/P176/2025_H1N1,2024-11-26,1.0
A/Bangkok/P176/2025_H1N1,2024-11-27,1.0
A/Bangkok/P176/2025_H1N1,2024-12-01,2.0
A/Bangkok/P176/2025_H1N1,2024-12-02,3.0
A/Bangkok/P176/2025_H1N1,2024-12-03,1.0
A/Bangkok/P176/2025_H1N1,2024-12-05,1.0
A/Bangkok/P176/2025_H1N1,2024-12-09,1.0
A/Bangkok/P176/2025_H1N1,2024-12-10,1.0
A/Bangkok/P176/2025_H1N1,2024-12-12,1.0
A/Bangkok/P176/2025_H1N1,2024-12-16,1.0
A/Bangkok/P176/2025_H1N1,2024-12-18,1.0
A/Bangkok/P176/2025_H1N1,2024-12-19,1.0
A/Bangkok/P176/2025_H1N1,2024-12-21,1.0
A/Bangkok/P176/2025_H1N1,2024-12-27,2.0
A/Bangkok/P176/2025_H1N1,2024-12-28,1.0
A/Bangkok/P176/2025_H1N1,2024-12-29,1.0
A/Bangkok/P176/2025_H1N1,2024-12-30,2.0
A/Bangkok/P176/2025_H1N1,2024-12-31,1.0
A/Bangkok/P176/2025_H1N1,2025-01-03,2.0
A/Bangkok/P176/2025_H1N1,2025-01-05,1.0
A/Bangkok/P176/2025_H1N1,2025-01-06,4.0
A/Bangkok/P176/2025_H1N1,2025-01-07,1.0
A/Bangkok/P176/2025_H1N1,2025-01-08,1.0
A/Bangkok/P176/2025_H1N1,2025-01-09,1.0
A/Bangkok/P176/2025_H1N1,2025-01-13,4.0
A/Bangkok/P176/2025_H1N1,2025-01-14,1.0
A/Bangkok/P176/2025_H1N1,2025-01-15,2.0
A/Bangkok/P176/2025_H1N1,2025-01-16,1.0
A/Bangkok/P176/2025_H1N1,2025-01-19,1.0
A/Bangkok/P176/2025_H1N1,2025-01-20,7.0
A/Bangkok/P176/2025_H1N1,2025-01-21,2.0
A/Bangkok/P176/2025_H1N1,2025-01-22,1.0
A/Bangkok/P176/2025_H1N1,2025-01-23,1.0
A/Bangkok/P176/2025_H1N1,2025-01-25,1.0
A/Bangkok/P176/2025_H1N1,2025-01-26,1.0
