variant,date,sequences
A/Amapa/021563-IEC/2024_H3N2,2024-05-06,1.0
A/Amapa/021563-IEC/2024_H3N2,2024-12-16,1.0
A/Amapa/021563-IEC/2024_H3N2,2024-12-23,2.0
A/Amapa/021563-IEC/2024_H3N2,2025-01-06,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-01-08,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-01-16,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-01-29,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-01-31,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-02-04,2.0
A/Amapa/021563-IEC/2024_H3N2,2025-02-13,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-02-24,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-02-26,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-03-18,1.0
A/Amapa/021563-IEC/2024_H3N2,2025-03-19,1.0
A/Badajoz/18680568/2025_H3N2,2025-01-23,1.0
A/Badajoz/18680568/2025_H3N2,2025-01-28,1.0
A/Badajoz/18680568/2025_H3N2,2025-02-12,1.0
A/Badajoz/18680568/2025_H3N2,2025-02-19,1.0
A/Badajoz/18680568/2025_H3N2,2025-02-21,1.0
A/Badajoz/18680568/2025_H3N2,2025-02-27,2.0
A/Badajoz/18680568/2025_H3N2,2025-03-05,1.0
A/Badajoz/18680568/2025_H3N2,2025-03-11,1.0
A/Badajoz/18680568/2025_H3N2,2025-03-18,1.0
A/Badajoz/18680568/2025_H3N2,2025-03-19,1.0
A/Badajoz/18680568/2025_H3N2,2025-03-20,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-04-29,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-05-07,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-05-13,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-06-19,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-06-21,2.0
A/BurkinaFaso/3131/2023_H3N2,2024-07-28,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-07-31,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-08-27,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-08-28,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-08-29,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-09-02,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-09-05,2.0
A/BurkinaFaso/3131/2023_H3N2,2024-09-17,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-09-19,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-10-02,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-10-03,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-10-07,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-10-16,1.0
A/BurkinaFaso/3131/2023_H3N2,2024-10-22,1.0
A/Busan/461/2025_H3N2,2025-01-20,1.0
A/Canberra/613/2024_H3N2,2024-09-07,2.0
A/Canberra/613/2024_H3N2,2024-09-12,1.0
A/Canberra/613/2024_H3N2,2024-09-18,1.0
A/Canberra/613/2024_H3N2,2024-09-23,1.0
A/Canberra/613/2024_H3N2,2024-09-25,1.0
A/Canberra/613/2024_H3N2,2024-09-26,1.0
A/Canberra/613/2024_H3N2,2024-09-27,1.0
A/Canberra/613/2024_H3N2,2024-10-01,1.0
A/Canberra/613/2024_H3N2,2024-10-02,1.0
A/Canberra/613/2024_H3N2,2024-10-03,3.0
A/Canberra/613/2024_H3N2,2024-10-04,1.0
A/Canberra/613/2024_H3N2,2024-10-05,1.0
A/Canberra/613/2024_H3N2,2024-10-07,1.0
A/Canberra/613/2024_H3N2,2024-10-08,1.0
A/Canberra/613/2024_H3N2,2024-10-10,1.0
A/Canberra/613/2024_H3N2,2024-10-12,1.0
A/Canberra/613/2024_H3N2,2024-10-16,1.0
A/Canberra/613/2024_H3N2,2024-10-25,1.0
A/Canberra/613/2024_H3N2,2024-10-27,1.0
A/Canberra/613/2024_H3N2,2024-10-29,1.0
A/Canberra/613/2024_H3N2,2024-11-01,1.0
A/Canberra/613/2024_H3N2,2024-11-03,1.0
A/Canberra/613/2024_H3N2,2024-11-05,1.0
A/Canberra/613/2024_H3N2,2024-11-07,1.0
A/Canberra/613/2024_H3N2,2024-11-08,2.0
A/Canberra/613/2024_H3N2,2024-11-11,1.0
A/Canberra/613/2024_H3N2,2024-11-21,1.0
A/Canberra/613/2024_H3N2,2024-11-26,1.0
A/Canberra/613/2024_H3N2,2024-11-28,1.0
A/Canberra/613/2024_H3N2,2024-11-30,2.0
A/Canberra/613/2024_H3N2,2024-12-02,1.0
A/Canberra/613/2024_H3N2,2024-12-05,2.0
A/Canberra/613/2024_H3N2,2024-12-09,1.0
A/Canberra/613/2024_H3N2,2024-12-10,1.0
A/Canberra/613/2024_H3N2,2024-12-11,1.0
A/Canberra/613/2024_H3N2,2024-12-13,1.0
A/Canberra/613/2024_H3N2,2024-12-14,1.0
A/Canberra/613/2024_H3N2,2024-12-16,1.0
A/Canberra/613/2024_H3N2,2024-12-24,1.0
A/Canberra/613/2024_H3N2,2025-01-03,1.0
A/Canberra/613/2024_H3N2,2025-01-09,1.0
A/Canberra/613/2024_H3N2,2025-01-10,1.0
A/Canberra/613/2024_H3N2,2025-01-12,1.0
A/Canberra/613/2024_H3N2,2025-01-14,1.0
A/Canberra/613/2024_H3N2,2025-01-19,1.0
A/Canberra/613/2024_H3N2,2025-01-20,1.0
A/Canberra/613/2024_H3N2,2025-01-24,1.0
A/Canberra/613/2024_H3N2,2025-01-25,2.0
A/Canberra/613/2024_H3N2,2025-01-26,1.0
A/Canberra/613/2024_H3N2,2025-01-31,1.0
A/Canberra/613/2024_H3N2,2025-02-02,1.0
A/Canberra/613/2024_H3N2,2025-02-10,2.0
A/Canberra/613/2024_H3N2,2025-02-11,1.0
A/Canberra/613/2024_H3N2,2025-02-13,1.0
A/Canberra/613/2024_H3N2,2025-02-18,1.0
A/Canberra/613/2024_H3N2,2025-02-28,1.0
A/Canberra/613/2024_H3N2,2025-03-04,1.0
A/Canberra/613/2024_H3N2,2025-03-05,1.0
A/Canberra/613/2024_H3N2,2025-03-11,1.0
A/Canberra/613/2024_H3N2,2025-03-19,1.0
A/Canberra/613/2024_H3N2,2025-04-11,1.0
A/Canberra/613/2024_H3N2,2025-04-30,1.0
A/Canberra/613/2024_H3N2,2025-05-02,1.0
A/Canberra/613/2024_H3N2,2025-05-12,1.0
A/Canberra/613/2024_H3N2,2025-05-16,1.0
A/Colombia/1851/2024_H3N2,2024-11-19,1.0
A/Colombia/1851/2024_H3N2,2024-11-26,1.0
A/Colombia/1851/2024_H3N2,2024-12-12,1.0
A/Colombia/1851/2024_H3N2,2024-12-17,1.0
A/Colombia/1851/2024_H3N2,2024-12-25,1.0
A/Colombia/1851/2024_H3N2,2024-12-27,1.0
A/Colombia/1851/2024_H3N2,2024-12-30,1.0
A/Colombia/1851/2024_H3N2,2025-01-03,1.0
A/Colombia/1851/2024_H3N2,2025-01-06,1.0
A/Colombia/1851/2024_H3N2,2025-01-07,1.0
A/Colombia/1851/2024_H3N2,2025-01-09,2.0
A/Colombia/1851/2024_H3N2,2025-01-13,3.0
A/Colombia/1851/2024_H3N2,2025-01-14,1.0
A/Colombia/1851/2024_H3N2,2025-01-18,1.0
A/Colombia/1851/2024_H3N2,2025-01-20,1.0
A/Colombia/1851/2024_H3N2,2025-01-22,2.0
A/Colombia/1851/2024_H3N2,2025-01-23,2.0
A/Colombia/1851/2024_H3N2,2025-01-25,1.0
A/Colombia/1851/2024_H3N2,2025-01-26,1.0
A/Colombia/1851/2024_H3N2,2025-01-27,2.0
A/Colombia/1851/2024_H3N2,2025-01-28,2.0
A/Colombia/1851/2024_H3N2,2025-01-29,1.0
A/Colombia/1851/2024_H3N2,2025-01-31,3.0
A/Colombia/1851/2024_H3N2,2025-02-02,1.0
A/Colombia/1851/2024_H3N2,2025-02-03,2.0
