variant,date,sequences
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2024-05-06,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2024-05-20,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2024-05-31,0.3333333333333333
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2024-06-26,0.3333333333333333
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2024-12-06,0.5
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2024-12-16,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2024-12-23,2.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-01-06,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-01-08,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-01-16,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-01-29,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-01-31,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-02,0.5
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-04,2.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-11,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-13,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-14,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-16,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-18,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-22,0.5
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-24,2.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-02-26,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-03-06,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-03-12,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-03-18,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-03-19,1.0
A/Amapa/021563-IEC/2024|EPI_ISL_19266713|EPI3439495,2025-04-19,0.5
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-01-23,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-01-28,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-02-12,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-02-19,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-02-21,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-02-27,3.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-03-05,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-03-11,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-03-18,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-03-19,1.0
A/Badajoz/18680568/2025|EPI_ISL_19775350|EPI4088693,2025-03-20,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-04-20,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-04-26,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-04-27,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-04-29,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-05-07,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-05-08,1.0
